Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,RealProfit
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072,-5
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11,-1
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,146.176,8,0.2,47.5072,48
Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,15.92,2,0,7.0048,7
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,159.96,5,0.2,17.9955,18
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,13.76,2,0.2,4.644,5
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,-7
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,13.96,2,0,0.2792,0
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,27.414,3,0.4,-14.1639,-14
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,73.98,2,0,19.9746,20
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0,20.9274,21
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,17.34,3,0,8.4966,8
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,3.28,1,0,0.9512,1
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,8.856,3,0.2,2.9889,3
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,158.376,3,0.2,13.8579,14
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,1219.96,5,0.2,381.2375,381
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.168,2,0.2,0.99,1
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0,9.3312,9
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,454.86,7,0,54.5832,55
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,91.392,8,0.2,29.7024,30
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,19.04,4,0.2,-1.428,-1
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.44,6,0,16.848,17
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,37.59,3,0,17.6673,18
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,26.032,2,0.2,9.4366,9
Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,35.91,3,0,9.6957,10
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,91.032,3,0.2,-2.2758,-2
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,54.66,6,0,18.0378,18
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,67.344,6,0.2,7.5762,8
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,2624.985,3,0.5,-944.9946,-945
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,73.28,4,0,21.2512,21
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,14.48,5,0.8,-23.892,-24
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,11.952,3,0.2,4.0338,4
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,15.552,3,0.2,5.6376,6
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,45,9,0,21.6,22
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,209.97,3,0,90.2871,90
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,112.12,5,0.2,42.045,42
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,1575.14,7,0,204.7682,205
Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,25.06,7,0,12.53,13
First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,6.924,6,0.8,-10.386,-10
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,37.392,3,0.2,2.337,2
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,79.12,5,0.2,13.846,14
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,18.9,3,0,8.694,9
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,57.42,9,0,26.4132,26
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,12.74,7,0,5.733,6
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,8.82,3,0,2.3814,2
Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,120.784,1,0.2,-13.5882,-14
Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,322.59,3,0,64.518,65
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,9.762,3,0.8,-15.1311,-15
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,13.72,1,0.2,1.2005,1
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,55.2,1,0.2,-2.07,-2
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,259.136,4,0.2,-58.3056,-58
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,29.24,5,0.2,9.8685,10
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,15.552,3,0.2,5.4432,5
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,4.896,3,0.2,1.6524,2
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,38.088,4,0.7,-27.9312,-28
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,2.808,3,0.7,-1.9656,-2
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,0.2,0.5998,1
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,26.064,6,0.7,-19.9824,-20
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,5
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,12.84,3,0,3.7236,4
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,539.97,3,0,134.9925,135
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0,5.8708,6
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,16.52,4,0,7.5992,8
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,671.94,3,0,315.8118,316
First Class,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,169.064,7,0.2,-14.7931,-15
First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,168.624,9,0.2,14.7546,15
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,19.44,3,0,9.3312,9
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,31.92,4,0,8.2992,8
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,433.568,2,0.2,-65.0352,-65
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,31.104,6,0.2,10.8864,11
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,54.816,3,0.2,17.8152,18
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,48.86,7,0,0.9772,1
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.2,2,0,6.532,7
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,12.96,2,0,6.2208,6
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,58.34,2,0,28.0032,28
First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,56.3,2,0,15.764,16
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,629.95,5,0,163.787,164
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,122.97,3,0,60.2553,60
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,46.35,5,0,21.7845,22
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,14.976,9,0.2,5.4288,5
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,-6.36,-6
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,319.96,4,0,115.1856,115
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,17.04,3,0,7.668,8
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,344.91,3,0,10.3473,10
First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,81.94,1,0,20.485,20
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,98.16,6,0,9.816,10
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547,-11
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.996,1,0.8,-3.2934,-3
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,8.928,2,0.2,0.6696,1
Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,9.99,1,0,4.4955,4
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,10499.97,3,0,5039.9856,5040
Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,21.12,5,0.2,6.6,7
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0,160.1766,160
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,304.776,3,0.2,22.8582,23
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,51.98,2,0,15.0742,15
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,24.7,5,0,10.374,10
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,3,0,10.3071,10
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,394.816,4,0.2,93.7688,94
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,18.192,4,0.7,-14.5536,-15
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,7.31,1,0,3.4357,3
Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,799.984,2,0.2,249.995,250
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,41.28,6,0,18.9888,19
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,184.66,7,0,84.9436,85
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,49.25,5,0,18.715,19
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,10.16,2,0,4.7752,5
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,14.76,2,0,4.2804,4
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,34.08,2,0,15.6768,16
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,17.67,3,0,7.7748,8
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,1604.9,5,0,481.47,481
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,385.686,1,0.3,-60.6078,-61
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.984,2,0.2,4.995,5
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,9.42,3,0,4.239,4
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,6.56,2,0,1.9024,2
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,24.56,2,0,11.5432,12
Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,128.4,3,0,64.2,64
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,62.28,4,0,29.2716,29
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,9.24,3,0,4.4352,4
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,482.664,8,0.15,85.176,85
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,4799.984,2,0.2,359.9988,360
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2,0,18.2112,18
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.288,6,0.2,6.6294,7
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Machines,385.8,5,0.2,130.2075,130
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,102.96,2,0,1.0296,1
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,174.42,3,0,41.8608,42
First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,-3
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,94.428,3,0.6,-42.4926,-42
Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,45.92,4,0,21.5824,22
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,61.584,1,0.2,-6.9282,-7
First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,22.48,1,0,10.3408,10
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,332.028,9,0.6,-348.6294,-349
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607,-18
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,6
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104,6,0.2,11.2752,11
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214,-10
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,11.352,3,0.2,4.1151,4
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,20.808,9,0.2,7.0227,7
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364,-19
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,9.408,7,0.2,0.7056,1
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,19.83,1,0,5.949,6
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,209.7,2,0,100.656,101
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,43.92,4,0,11.8584,12
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,20.232,3,0.2,6.5754,7
First Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Phones,149.97,3,0,5.9988,6
First Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,27.81,3,0,13.0707,13
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,66.3,3,0,8.619,9
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,1.64,1,0,0.738,1
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,1049.2,5,0,272.792,273
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,20.9,5,0,7.524,8
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,88.08,6,0,40.5168,41
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,751.92,4,0,150.384,150
Same Day,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,887.103,7,0.1,177.4206,177
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,55.944,7,0.2,-13.2867,-13
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Office Supplies,Art,10.688,2,0.2,2.2712,2
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,11.824,2,0.2,1.0346,1
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,21
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,96.784,4,0.8,-145.176,-145
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,10.476,3,0.6,-6.8094,-7
Standard Class,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,9.762,2,0.7,-6.8334,-7
First Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,196.784,2,0.2,-22.1382,-22
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.98,2,0,23.99,24
Second Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Labels,13.05,5,0,6.003,6
Standard Class,Consumer,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,63.96,4,0,19.8276,20
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,80.48,1,0,24.144,24
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,11.673,3,0.7,-7.782,-8
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,863.128,8,0.3,-160.2952,-160
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,-6
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976,-225
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.588,3,0.8,-20.1408,-20
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,171.96,5,0.2,45.1395,45
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,871.4,4,0,148.138,148
Standard Class,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,692.472,11,0.2,190.4298,190
Second Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,207.76,4,0,85.1816,85
Same Day,Consumer,United States,Murray,Utah,84107,West,Technology,Phones,71.928,9,0.2,6.2937,6
Same Day,Consumer,United States,Murray,Utah,84107,West,Office Supplies,Art,25.99,1,0,7.5371,8
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3.592,1,0.2,1.1225,1
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,48.632,2,0.8,-121.58,-122
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,323.1,2,0,61.389,61
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Machines,9099.93,7,0,2365.9818,2366
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,9.96,2,0,3.2868,3
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,25.3,5,0,11.891,12
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,11.36,2,0,5.2256,5
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,69.264,2,0.1,14.6224,15
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,3.69,1,0,1.7343,2
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,1103.97,3,0,496.7865,497
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Furniture,Bookcases,246.1328,2,0.32,-76.0116,-76
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Labels,11.696,2,0.2,3.9474,4
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Technology,Copiers,439.992,1,0.2,164.997,165
Standard Class,Home Office,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,64.784,1,0.2,-12.9568,-13
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,33.28,5,0.8,-49.92,-50
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,14.088,3,0.2,4.9308,5
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,11.16,2,0,2.79,3
Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Tables,896.328,9,0.2,22.4082,22
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,189,1,0,68.04,68
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,53.982,3,0.4,-10.7964,-11
Standard Class,Corporate,United States,Redmond,Oregon,97756,West,Furniture,Tables,177.225,5,0.5,-120.513,-121
Standard Class,Consumer,United States,Citrus Heights,California,95610,West,Furniture,Furnishings,129.39,3,0,54.3438,54
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,54.32,4,0,0.5432,1
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,4367.896,13,0.2,327.5922,328
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,49.568,2,0.2,15.49,15
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Appliances,161.376,6,0.2,12.1032,12
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Furniture,Furnishings,2.784,2,0.2,0.4176,0
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,8.72,5,0.2,2.943,3
Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,3.912,1,0.2,1.0269,1
Same Day,Consumer,United States,The Colony,Texas,75056,Central,Office Supplies,Envelopes,59.752,7,0.2,19.4194,19
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,63.92,4,0,3.196,3
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,383.96,5,0.2,38.396,38
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,7.752,3,0.2,2.8101,3
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,33.568,2,0.2,11.7488,12
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,666.344,7,0.2,66.6344,67
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,573.728,4,0.2,-64.5444,-65
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,21.936,3,0.2,8.226,8
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,19.44,3,0,9.3312,9
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,447.968,4,0.2,139.99,140
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,16.78,2,0,4.195,4
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,20.96,2,0,5.24,5
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,88.752,3,0.2,27.735,28
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,304.23,3,0,9.1269,9
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,167.86,2,0,78.8942,79
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Furnishings,82.38,6,0,25.5378,26
Second Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,23.976,3,0.2,-5.6943,-6
Second Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,33.29,1,0,7.9896,8
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,14.952,2,0.7,-11.9616,-12
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Technology,Phones,323.982,3,0.4,-80.9955,-81
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,2.286,2,0.7,-1.6764,-2
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Art,14.352,3,0.2,0.897,1
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Technology,Accessories,71.976,3,0.2,0.8997,1
First Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,9.21,3,0,2.3025,2
First Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,18,5,0,8.28,8
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,42.93,9,0,19.3185,19
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Paper,15.552,3,0.2,5.4432,5
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Appliances,17.92,5,0.2,1.12,1
Standard Class,Consumer,United States,Redmond,Washington,98052,West,Technology,Accessories,19.99,1,0,6.7966,7
Standard Class,Consumer,United States,Redmond,Washington,98052,West,Office Supplies,Binders,22.92,5,0.2,8.022,8
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Technology,Accessories,50.88,6,0.2,14.628,15
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Envelopes,27.312,2,0.2,9.2178,9
Standard Class,Consumer,United States,Bullhead City,Arizona,86442,West,Office Supplies,Envelopes,7.92,1,0.2,2.772,3
Standard Class,Consumer,United States,Bullhead City,Arizona,86442,West,Furniture,Furnishings,14.368,2,0.2,3.9512,4
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,107.97,3,0,22.6737,23
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,113.82,3,0,53.4954,53
Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Office Supplies,Paper,5.184,1,0.2,1.8144,2
Same Day,Consumer,United States,Portage,Indiana,46368,Central,Office Supplies,Art,16.28,2,0,6.512,7
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,544.38,3,0,157.8702,158
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,19.824,6,0.2,6.6906,7
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,657.504,6,0.2,-131.5008,-132
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,99.54,2,0,10.9494,11
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,199.96,4,0,85.9828,86
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Chairs,631.782,2,0.1,140.396,140
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Furnishings,60.72,3,0,26.1096,26
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,20.724,2,0.7,-15.1976,-15
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,415.872,8,0.2,-41.5872,-42
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,16.768,2,0.2,1.4672,1
